CAV,r,m,v,,
3.571304079,0.718587826,0.314285714,0.396588657,1390,34
4.927961293,0.713838865,0.314285714,0.101868898,1391,34
3.1087865,0.773451526,0.314285714,0.226905614,1392,34
5.101831524,0.806527192,0.314285714,0.080377185,1393,34
4.234519589,0.746556877,0.314285714,0.377702251,1394,34
5.040656079,0.701889894,0.314285714,0.175132282,1395,34
2.613722204,0.865830747,0.314285714,0.5189383,1396,34
2.916018129,0.924656349,0.314285714,0.097476041,1397,34
4.911353898,0.869596875,0.314285714,-0.092718812,1398,34
3.536659605,0.841678844,0.314285714,0.010079292,1399,34
6.43816859,0.790343542,0.314285714,0.032832874,1400,34
7.731685663,0.733040253,0.314285714,0.100955605,1401,34
4.340589528,0.817869419,0.314285714,0.092996765,1402,34
3.424886327,0.884800471,0.314285714,-0.046869256,1403,34
3.621955163,0.861796691,0.314285714,0.117478829,1404,34
3.650485648,0.793570801,0.314285714,0.063160088,1405,34
4.895650392,0.702368201,0.314285714,0.141198437,1406,34
1.786442151,0.960483318,0.314285714,-0.352141716,1407,34
2.380724945,0.980739842,0.314285714,-0.435344298,1408,34
4.281768386,0.928013578,0.314285714,-0.625489904,1409,34
4.400497237,0.920455382,0.314285714,-0.262451064,1410,34
2.786280841,0.943499011,0.314285714,-0.304722048,1411,34
2.725111165,0.935377831,0.314285714,-0.428875972,1412,34
1.305458271,0.981118801,0.314285714,0.156196007,1413,34
1.855542317,0.894086532,0.314285714,0.473065614,1414,34
1.617131514,0.9466766,0.314285714,0.265224271,1415,34
0.965184872,0.994799804,0.314285714,0.396138751,1416,34
2.002498232,0.907765666,0.314285714,0.050777534,1417,34
2.563555512,0.863141894,0.314285714,0.461935473,1418,34
1.192339848,0.896894248,0.314285714,0.639063742,1419,34
1.951193262,0.92000398,0.314285714,0.178617334,1420,34
5.075314575,0.939931426,0.314285714,0.059119196,1421,34
0.983336356,0.982802452,0.314285714,0.519130031,1422,34
4.018640239,0.904158355,0.314285714,0.307286736,1423,34
2.695305284,0.86060309,0.314285714,0.28315261,1424,34
7.204288806,0.831942135,0.314285714,0.379741687,1425,34
1.589141259,0.948667747,0.314285714,0.145727317,1426,34
0.808021222,0.845293526,-0.657142857,0.024039586,1427,35
0.854968786,0.847522244,-0.657142857,-0.082149165,1428,35
0.794753834,0.756095218,-0.657142857,0.233249123,1429,35
0.646517397,0.815049994,-0.657142857,0.024757839,1430,35
0.930338654,0.840117073,-0.657142857,0.0379493,1431,35
0.966498214,0.543733205,-0.657142857,-0.071903459,1432,35
0.647325937,0.618654023,-0.657142857,0.582089937,1433,35
0.719844214,0.922484453,-0.657142857,0.590860127,1434,35
0.450352276,0.949267048,-0.657142857,0.336701259,1435,35
0.913883964,0.906633181,-0.657142857,0.371660406,1436,35
0.612481566,0.906331767,-0.657142857,0.102718597,1437,35
1.445778857,0.627188738,-0.657142857,-0.018179249,1438,35
2.477464,0.513058937,-0.657142857,0.396588657,1439,35
4.49711686,0.528198536,-0.657142857,0.101868898,1440,35
2.088922801,0.681841802,-0.657142857,0.080377185,1441,35
1.610102962,0.622674512,-0.657142857,0.377702251,1442,35
1.935914212,0.58988142,-0.657142857,0.175132282,1443,35
0.887498918,0.786583652,-0.657142857,-0.092718812,1444,35
0.967046349,0.769076073,-0.657142857,0.010079292,1445,35
1.374476591,0.709291785,-0.657142857,0.032832874,1446,35
3.539390817,0.673704578,-0.657142857,0.100955605,1447,35
1.366930228,0.758186966,-0.657142857,0.092996765,1448,35
0.796434018,0.818857409,-0.657142857,-0.046869256,1449,35
1.050400155,0.8229151,-0.657142857,0.117478829,1450,35
1.506352791,0.765746632,-0.657142857,0.063160088,1451,35
1.163614181,0.713580289,-0.657142857,0.141198437,1452,35
0.824350647,0.96575886,-0.657142857,0.065617987,1453,35
0.289109474,0.981065852,-0.657142857,0.811120937,1454,35
0.494457497,0.731142306,-0.657142857,0.473065614,1455,35
0.686004076,0.815767574,-0.657142857,0.265224271,1456,35
0.663565983,0.760184572,-0.657142857,0.050777534,1457,35
0.806589238,0.698170599,-0.657142857,0.461935473,1458,35
0.438373401,0.767344071,-0.657142857,0.639063742,1459,35
0.734210284,0.799357258,-0.657142857,0.178617334,1460,35
2.0328302,0.81236162,-0.657142857,0.059119196,1461,35
0.454862219,0.876979794,-0.657142857,0.519130031,1462,35
0.469647072,0.84565535,-0.657142857,0.322513471,1463,35
0.898496248,0.810255148,-0.657142857,0.307286736,1464,35
1.03328838,0.737340678,-0.657142857,0.28315261,1465,35
2.846100027,0.683054479,-0.657142857,0.379741687,1466,35
1.092107955,0.889365128,-0.314285714,0.024039586,1467,36
1.343866348,0.88600895,-0.314285714,-0.082149165,1468,36
0.908886853,0.794225387,-0.314285714,0.233249123,1469,36
0.726386536,0.850880343,-0.314285714,0.024757839,1470,36
1.098775599,0.874365392,-0.314285714,0.0379493,1471,36
1.608516975,0.552878788,-0.314285714,-0.071903459,1472,36
0.624406535,0.671167533,-0.314285714,0.582089937,1473,36
0.767046402,0.946923452,-0.314285714,0.371660406,1474,36
0.70275169,0.94697496,-0.314285714,0.102718597,1475,36
1.29894443,0.689422921,-0.314285714,-0.018179249,1476,36
1.800122498,0.565207823,-0.314285714,0.396588657,1477,36
2.737422095,0.595395423,-0.314285714,0.101868898,1478,36
1.653775535,0.679378001,-0.314285714,0.226905614,1479,36
2.486292536,0.749395906,-0.314285714,0.080377185,1480,36
1.536554242,0.692470727,-0.314285714,0.377702251,1481,36
2.176121539,0.655264399,-0.314285714,0.175132282,1482,36
0.953691293,0.821619062,-0.314285714,0.5189383,1483,36
1.265412193,0.840404655,-0.314285714,-0.092718812,1484,36
1.280092182,0.82293021,-0.314285714,0.010079292,1485,36
1.839644731,0.768682499,-0.314285714,0.032832874,1486,36
3.22502213,0.72923592,-0.314285714,0.100955605,1487,36
1.570430242,0.810513784,-0.314285714,0.092996765,1488,36
1.06748876,0.867450461,-0.314285714,-0.046869256,1489,36
1.245190943,0.86655498,-0.314285714,0.117478829,1490,36
1.348608027,0.810831292,-0.314285714,0.063160088,1491,36
1.157577569,0.750397784,-0.314285714,0.141198437,1492,36
0.513038186,0.999662222,-0.314285714,0.065617987,1493,36
0.695995064,0.778232804,-0.314285714,0.473065614,1494,36
0.672114046,0.86144122,-0.314285714,0.265224271,1495,36
0.742994031,0.811782181,-0.314285714,0.050777534,1496,36
1.032941796,0.757296443,-0.314285714,0.461935473,1497,36
0.88670687,0.852039986,-0.314285714,0.178617334,1498,36
2.525738746,0.860563395,-0.314285714,0.059119196,1499,36
1.260469766,0.862555768,-0.314285714,0.307286736,1500,36
1.030387331,0.799059108,-0.314285714,0.28315261,1501,36
2.657856491,0.750523401,-0.314285714,0.379741687,1502,36
1.573925168,0.894176069,-0.028571429,-0.396144089,1503,37
1.953808327,0.895966525,-0.028571429,-0.152173471,1504,37
1.929433575,0.85541514,-0.028571429,-0.201876111,1505,37
3.675942025,0.80546821,-0.028571429,-0.315072859,1506,37
1.252253563,0.871600112,-0.028571429,-0.226736799,1507,37
1.117871747,0.83414008,-0.028571429,0.174920113,1508,37
0.640732143,0.986968262,-0.028571429,0.247636692,1509,37
1.008562778,0.952673864,-0.028571429,0.110682522,1510,37
0.648568441,0.928149017,-0.028571429,0.330016306,1511,37
0.523765222,0.898503768,-0.028571429,0.762928062,1512,37
0.692933514,0.875814984,-0.028571429,0.362074807,1513,37
2.002378494,0.835433157,-0.028571429,-0.352141716,1514,37
2.509222277,0.802302755,-0.028571429,-0.435344298,1515,37
0.706036336,0.778726797,-0.028571429,0.624540823,1516,37
1.484362781,0.749004705,-0.028571429,0.071788494,1517,37
0.997553314,0.757384202,-0.028571429,0.433379714,1518,37
1.578401133,0.78391407,-0.028571429,0.316097452,1519,37
1.269264817,0.746431374,-0.028571429,0.314483499,1520,37
1.237365523,0.768126299,-0.028571429,0.247495256,1521,37
2.488952619,0.739167634,-0.028571429,-0.342470476,1522,37
1.523876145,0.707433312,-0.028571429,0.304716899,1523,37
0.765938216,0.748110626,-0.028571429,0.679420015,1524,37
1.225526588,0.680527486,-0.028571429,0.454567478,1525,37
4.257192597,0.625572333,-0.028571429,-0.553437866,1526,37
2.834421373,0.641015385,-0.028571429,0.339330534,1527,37
1.153547102,0.94135724,-0.028571429,0.43100904,1528,37
1.081501705,0.920364562,-0.028571429,0.306675075,1529,37
1.648751211,0.856861727,-0.028571429,0.1505641,1530,37
4.026601415,0.853542895,-0.028571429,-0.15346823,1531,37
1.990479938,0.806350132,-0.028571429,0.161113121,1532,37
1.169172427,0.702745713,-0.028571429,0.432528952,1533,37
1.997614575,0.938583742,-0.028571429,-0.625489904,1534,37
0.711692639,0.888552704,-0.028571429,0.065617987,1535,37
0.615013586,0.853137156,-0.028571429,0.811120937,1536,37
1.673324839,0.927281308,-0.028571429,-0.262451064,1537,37
0.791393963,0.876560819,-0.028571429,0.212276275,1538,37
1.856670852,0.89996396,-0.028571429,-0.304722048,1539,37
2.1194494,0.891669469,-0.028571429,-0.428875972,1540,37
1.408482457,0.849381022,-0.028571429,0.156196007,1541,37
1.717649504,0.833983241,-0.028571429,0.252140096,1542,37
3.703886955,0.554454327,-0.028571429,0.34545599,1543,37
3.613359914,0.509857822,-0.028571429,0.179895561,1544,37
8.350638624,0.457911934,-0.028571429,-0.105241991,1545,37
4.593891664,0.31163641,-0.028571429,0.471685753,1546,37
7.035019612,0.244650356,-0.028571429,-0.065529269,1547,37
2.734561293,0.285744934,-0.028571429,0.582004954,1548,37
2.872929714,0.422373846,-0.028571429,0.434924784,1549,37
5.331068242,0.436936776,-0.028571429,0.278059149,1550,37
2.185269759,0.513227437,-0.028571429,0.41290199,1551,37
3.013500506,0.577772906,-0.028571429,0.189832553,1552,37
12.20006041,0.438709495,-0.028571429,0.207138658,1553,37
4.017874855,0.36891668,-0.028571429,0.293844078,1554,37
10.25749596,0.26571069,-0.028571429,-0.378872745,1555,37
5.745897729,0.20874674,-0.028571429,0.304136945,1556,37
3.305291467,0.470515163,-0.028571429,0.526618487,1557,37
7.028859484,0.164465857,-0.028571429,-0.028838773,1558,37
4.589598552,0.352044517,-0.028571429,0.177291688,1559,37
8.987863937,0.235967492,-0.028571429,0.164157307,1560,37
2.729874158,0.436100987,-0.028571429,0.672055476,1561,37
0.701952153,0.799233241,-0.028571429,0.259064377,1562,37
0.629827076,0.783347782,-0.028571429,0.441218834,1563,37
2.049590185,0.823544863,-0.028571429,0.051455923,1564,37
1.76275331,0.79724644,-0.028571429,0.204091338,1565,37
2.141559242,0.786765447,-0.028571429,0.111110093,1566,37
1.874972076,0.832494408,-0.028571429,0.172814635,1567,37
1.640880778,0.866607447,-0.028571429,0.145727317,1568,37
1.322801821,0.634113394,-0.028571429,0.393224514,1569,37
1.455504293,0.658364054,-0.028571429,0.155513189,1570,37
3.233074323,0.640152818,-0.028571429,0.076895605,1571,37
0.809685642,0.781655865,-0.028571429,0.540434533,1572,37
1.161679224,0.775422937,-0.028571429,0.966678518,1573,37
2.256996348,0.714007302,-0.028571429,0.167269692,1574,37
2.165516324,0.629280594,-0.028571429,0.429095339,1575,37
2.176705093,0.726381315,-0.028571429,0.31984501,1576,37
3.344330841,0.698879811,-0.028571429,-0.149340775,1577,37
1.892203827,0.608682152,-0.028571429,0.378524607,1578,37
3.047167416,0.484389096,-0.028571429,0.35109535,1579,37
1.122504001,0.592869738,-0.028571429,0.523203552,1580,37
3.54065553,0.621144629,-0.028571429,0.068506999,1581,37
1.313148133,0.755612296,-0.028571429,0.536975837,1582,37
1.416361886,0.696162887,-0.657142857,0.024039586,1583,38
0.743202986,0.739012666,-0.657142857,0.283230671,1584,38
1.254297855,0.749104201,-0.657142857,-0.082149165,1585,38
0.665120952,0.791064414,-0.657142857,0.233249123,1586,38
0.680190247,0.782882864,-0.657142857,0.024757839,1587,38
1.087059041,0.78437156,-0.657142857,0.0379493,1588,38
0.640159225,0.861216088,-0.657142857,0.174920113,1589,38
0.477501353,0.863287753,-0.657142857,-0.071903459,1590,38
0.312614874,0.797373974,-0.657142857,0.582089937,1591,38
0.747930979,0.745922564,-0.657142857,0.590860127,1592,38
0.560601025,0.788680687,-0.657142857,0.460068738,1593,38
0.815686882,0.750541945,-0.657142857,0.336701259,1594,38
0.431898685,0.801477381,-0.657142857,0.260980058,1595,38
1.493005522,0.681555974,-0.657142857,0.371660406,1596,38
1.530532387,0.656461625,-0.657142857,0.110682522,1597,38
1.01296772,0.674607911,-0.657142857,0.102718597,1598,38
0.759805137,0.769169964,-0.657142857,-0.018179249,1599,38
0.605960372,0.822793042,-0.657142857,0.396588657,1600,38
1.1317062,0.799357004,-0.657142857,0.101868898,1601,38
1.138541047,0.747994205,-0.657142857,0.226905614,1602,38
1.497123926,0.702935271,-0.657142857,0.080377185,1603,38
1.028893168,0.746668745,-0.657142857,0.377702251,1604,38
0.824044828,0.777336012,-0.657142857,0.175132282,1605,38
1.176262587,0.661587468,-0.657142857,0.5189383,1606,38
1.116545639,0.652820333,-0.657142857,0.097476041,1607,38
1.649405707,0.66695039,-0.657142857,-0.092718812,1608,38
0.993654255,0.689914337,-0.657142857,0.010079292,1609,38
1.538254981,0.717397662,-0.657142857,0.032832874,1610,38
3.0602366,0.760802278,-0.657142857,0.100955605,1611,38
1.291824858,0.713254579,-0.657142857,0.092996765,1612,38
1.288915129,0.677191508,-0.657142857,-0.046869256,1613,38
1.325468627,0.721885934,-0.657142857,0.117478829,1614,38
1.329966658,0.752614596,-0.657142857,0.063160088,1615,38
0.63505299,0.807333063,-0.657142857,0.141198437,1616,38
0.566829906,0.807213596,-0.657142857,0.247495256,1617,38
0.718132785,0.83719543,-0.657142857,-0.342470476,1618,38
0.60363226,0.893626094,-0.657142857,-0.553437866,1619,38
0.469657646,0.681139549,-0.657142857,0.157032663,1620,38
1.251537976,0.669037476,-0.657142857,-0.625489904,1621,38
0.975147633,0.732527071,-0.657142857,0.065617987,1622,38
0.550453845,0.712177269,-0.657142857,0.022450377,1623,38
0.376455208,0.754223489,-0.657142857,0.811120937,1624,38
0.971285039,0.694014397,-0.657142857,0.670870244,1625,38
1.096765241,0.688434696,-0.657142857,-0.262451064,1626,38
0.73992928,0.714339898,-0.657142857,0.212276275,1627,38
0.843992516,0.704615056,-0.657142857,-0.304722048,1628,38
0.855393966,0.727759633,-0.657142857,-0.428875972,1629,38
0.400367311,0.924901055,-0.657142857,0.34545599,1630,38
0.931673148,0.717158829,-0.657142857,0.265224271,1631,38
0.541327614,0.729659469,-0.657142857,0.396138751,1632,38
0.917208543,0.722373139,-0.657142857,0.050777534,1633,38
0.718720748,0.73317229,-0.657142857,0.461935473,1634,38
0.666796937,0.670982061,-0.657142857,0.639063742,1635,38
1.282507991,0.663839392,-0.657142857,0.178617334,1636,38
4.510984598,0.6958587,-0.657142857,0.059119196,1637,38
0.799788457,0.692332005,-0.657142857,0.519130031,1638,38
1.054394538,0.648304463,-0.657142857,0.322513471,1639,38
1.714964471,0.647271974,-0.657142857,0.307286736,1640,38
0.788403776,0.670036653,-0.657142857,0.28315261,1641,38
1.965687272,0.703425121,-0.657142857,0.379741687,1642,38
1.237673485,0.758084772,-0.657142857,0.051455923,1643,38
0.610091467,0.787934658,-0.657142857,0.204091338,1644,38
0.532601871,0.982465724,-0.657142857,0.393224514,1645,38
0.697360382,0.841783273,-0.657142857,0.167269692,1646,38
0.409544824,0.859220315,-0.657142857,0.31984501,1647,38
11.67756867,0.808524173,0.885714286,0.283230671,1648,39
21.00813383,0.766763615,0.885714286,-0.082149165,1649,39
15.47414088,0.528072495,0.885714286,0.464357724,1650,39
17.58107364,0.693828524,0.885714286,0.024757839,1651,39
13.06870306,0.823119876,0.885714286,-0.396144089,1652,39
14.43535055,0.780566903,0.885714286,-0.37610716,1653,39
11.27864737,0.770668796,0.885714286,0.138969263,1654,39
16.52806652,0.860551851,0.885714286,-0.201876111,1655,39
14.53517746,0.783856497,0.885714286,-0.219813961,1656,39
10.40458834,0.843139945,0.885714286,0.056352968,1657,39
4.592992957,0.830755756,0.885714286,0.327816172,1658,39
10.37942844,0.917886659,0.885714286,-0.315072859,1659,39
6.892617036,0.875046414,0.885714286,-0.226736799,1660,39
2.44178575,0.943129206,0.885714286,0.746452675,1661,39
10.32183136,0.881674441,0.885714286,0.174920113,1662,39
8.944269359,0.710459581,0.885714286,-0.071903459,1663,39
4.851926543,0.974302939,0.885714286,0.590860127,1664,39
6.830774866,0.990144352,0.885714286,0.336701259,1665,39
4.388449054,0.991808724,0.885714286,0.143308211,1666,39
5.178010041,0.966301668,0.885714286,0.253442004,1667,39
7.267418323,0.922527609,0.885714286,0.102718597,1668,39
4.426423775,0.955361438,0.885714286,0.275832102,1669,39
5.54795906,0.986295438,0.885714286,0.077653643,1670,39
3.024483253,0.999841255,0.885714286,0.362074807,1671,39
13.96149074,0.752392374,0.885714286,-0.018179249,1672,39
28.87898026,0.625843649,0.885714286,0.101868898,1673,39
11.59343308,0.776181017,0.885714286,0.5189383,1674,39
21.23684702,0.672998702,0.885714286,0.032832874,1675,39
12.00809662,0.791523817,0.885714286,-0.046869256,1676,39
16.29589678,0.757835883,0.885714286,0.117478829,1677,39
8.856494925,0.881090946,0.885714286,-0.352141716,1678,39
11.08826937,0.905987377,0.885714286,-0.435344298,1679,39
3.523340589,0.922577562,0.885714286,0.624540823,1680,39
5.497802874,0.946000368,0.885714286,0.071788494,1681,39
4.246660039,0.935718221,0.885714286,0.433379714,1682,39
6.665563985,0.921736567,0.885714286,0.316097452,1683,39
4.63668144,0.943015425,0.885714286,0.314483499,1684,39
3.852290436,0.94926835,0.885714286,0.247495256,1685,39
6.190006282,0.954284868,0.885714286,-0.342470476,1686,39
7.267824609,0.966490562,0.885714286,0.304716899,1687,39
1.66212261,0.976369473,0.885714286,0.679420015,1688,39
2.330124368,0.985721557,0.885714286,0.454567478,1689,39
4.248384869,0.953633373,0.885714286,0.193360674,1690,39
4.751245065,0.914710258,0.885714286,0.157032663,1691,39
14.09637957,0.846166197,0.885714286,-0.625489904,1692,39
2.385487154,0.939991514,0.885714286,0.022450377,1693,39
3.470199742,0.976017037,0.885714286,0.811120937,1694,39
4.448293704,0.914475171,0.885714286,0.670870244,1695,39
17.43582271,0.834701308,0.885714286,-0.262451064,1696,39
6.330362047,0.899173231,0.885714286,0.212276275,1697,39
13.19605153,0.851126441,0.885714286,-0.428875972,1698,39
1.740284204,0.934273682,0.885714286,0.739426413,1699,39
7.359890608,0.907736998,0.885714286,0.156196007,1700,39
4.008158415,0.94456303,0.885714286,0.396138751,1701,39
5.485461389,0.825910618,0.885714286,0.639063742,1702,39
37.36050484,0.881443981,0.885714286,0.059119196,1703,39
1.710414377,0.977035515,0.885714286,0.259064377,1704,39
1.628256633,0.971590545,0.885714286,0.441218834,1705,39
6.890371436,0.941993633,0.885714286,0.051455923,1706,39
6.686138614,0.9311399,0.885714286,0.204091338,1707,39
6.895633458,0.932802565,0.885714286,0.111110093,1708,39
6.964327912,0.906498897,0.885714286,0.172814635,1709,39
1.442631994,0.893701866,-0.028571429,0.024039586,1710,40
1.451688248,0.949666747,-0.028571429,-0.082149165,1711,40
0.570298856,0.984844282,-0.028571429,0.024757839,1712,40
1.046445353,0.98288135,-0.028571429,0.0379493,1713,40
2.35990614,0.496905037,-0.028571429,0.590860127,1714,40
3.327139462,0.317857748,-0.028571429,0.460068738,1715,40
2.424619533,0.464249487,-0.028571429,0.336701259,1716,40
3.798016103,0.325336325,-0.028571429,0.247636692,1717,40
1.149645874,0.437469292,-0.028571429,0.266280545,1718,40
1.719179404,0.450630054,-0.028571429,0.260980058,1719,40
1.003489165,0.549017593,-0.028571429,0.143308211,1720,40
1.183470025,0.6647165,-0.028571429,0.371660406,1721,40
1.761604297,0.769738744,-0.028571429,0.110682522,1722,40
1.04064777,0.714267499,-0.028571429,0.102718597,1723,40
1.244236076,0.626769412,-0.028571429,0.077653643,1724,40
0.639237676,0.563899304,-0.028571429,0.330016306,1725,40
0.670006994,0.911689783,-0.028571429,0.226905614,1726,40
1.126094368,0.892863668,-0.028571429,0.080377185,1727,40
0.724683865,0.93549852,-0.028571429,0.377702251,1728,40
1.119675004,0.851502679,-0.028571429,0.5189383,1729,40
2.001682735,0.817179582,-0.028571429,0.097476041,1730,40
1.592041914,0.868276025,-0.028571429,-0.092718812,1731,40
1.196931052,0.900736608,-0.028571429,0.010079292,1732,40
1.690168205,0.925865665,-0.028571429,0.032832874,1733,40
2.496782035,0.963305931,-0.028571429,0.100955605,1734,40
1.683212627,0.926291232,-0.028571429,0.092996765,1735,40
1.730335327,0.87855291,-0.028571429,-0.046869256,1736,40
1.107599644,0.929049937,-0.028571429,0.117478829,1737,40
1.446118429,0.962425156,-0.028571429,0.063160088,1738,40
5.655740526,0.107497751,-0.028571429,0.233520356,1739,40
3.398480555,0.316327341,-0.028571429,0.170515367,1740,40
2.380799377,0.212003468,-0.028571429,0.603599571,1741,40
1.725332999,0.429463477,-0.028571429,0.434466091,1742,40
1.353535385,0.530340172,-0.028571429,0.252904627,1743,40
1.03712586,0.566623389,-0.028571429,0.43100904,1744,40
1.828570842,0.751822883,-0.028571429,-0.15346823,1745,40
1.241663438,0.695068417,-0.028571429,0.193360674,1746,40
3.08651571,0.84119015,-0.028571429,-0.625489904,1747,40
1.238820931,0.727748134,-0.028571429,0.065617987,1748,40
1.706582333,0.871769265,-0.028571429,-0.262451064,1749,40
1.427472215,0.870959326,-0.028571429,-0.304722048,1750,40
1.11634537,0.902174284,-0.028571429,-0.428875972,1751,40
0.579185414,0.73147657,-0.028571429,0.488151334,1752,40
0.63997763,0.708501221,-0.028571429,0.265224271,1753,40
0.955068811,0.590589924,-0.028571429,0.396138751,1754,40
0.713697505,0.776546052,-0.028571429,0.050777534,1755,40
0.626796568,0.789126254,-0.028571429,0.639063742,1756,40
1.039944185,0.757762797,-0.028571429,0.178617334,1757,40
2.313429475,0.717786969,-0.028571429,0.059119196,1758,40
0.789299508,0.633976682,-0.028571429,0.519130031,1759,40
1.73782548,0.817073963,-0.028571429,0.307286736,1760,40
0.748177675,0.840765975,-0.028571429,0.28315261,1761,40
1.622614498,0.862355507,-0.028571429,0.379741687,1762,40
2.074870969,0.810408051,-0.314285714,0.024039586,1763,41
1.442076267,0.831450902,-0.314285714,0.283230671,1764,41
2.350702607,0.79778901,-0.314285714,-0.082149165,1765,41
2.415111973,0.668421018,-0.314285714,0.233249123,1766,41
0.961079256,0.669516597,-0.314285714,0.464357724,1767,41
1.730639598,0.747144355,-0.314285714,0.024757839,1768,41
2.150728163,0.778400919,-0.314285714,0.0379493,1769,41
1.946005061,0.85539329,-0.314285714,-0.396144089,1770,41
1.521116029,0.828742514,-0.314285714,-0.37610716,1771,41
2.127273822,0.718719379,-0.314285714,0.030260449,1772,41
2.009560624,0.764013213,-0.314285714,-0.015512702,1773,41
2.26365041,0.798600301,-0.314285714,0.104353985,1774,41
1.956625529,0.865841029,-0.314285714,-0.152173471,1775,41
1.506171259,0.827428237,-0.314285714,-0.055581466,1776,41
1.622775965,0.546588243,-0.314285714,-0.071903459,1777,41
0.803028068,0.638298317,-0.314285714,0.582089937,1778,41
0.454330392,0.930378856,-0.314285714,0.590860127,1779,41
0.526567149,0.976173832,-0.314285714,0.460068738,1780,41
0.719267804,0.953392454,-0.314285714,0.336701259,1781,41
0.840124014,0.903576362,-0.314285714,0.371660406,1782,41
1.047997514,0.863801537,-0.314285714,0.110682522,1783,41
0.928955855,0.898713335,-0.314285714,0.102718597,1784,41
1.855203669,0.63924604,-0.314285714,-0.018179249,1785,41
3.139728733,0.482076557,-0.314285714,0.396588657,1786,41
5.398609223,0.476045606,-0.314285714,0.101868898,1787,41
2.544752575,0.581777189,-0.314285714,0.226905614,1788,41
3.301116025,0.651226416,-0.314285714,0.080377185,1789,41
3.960607189,0.562762522,-0.314285714,0.377702251,1790,41
4.666290652,0.49644151,-0.314285714,0.175132282,1791,41
1.418769512,0.742280729,-0.314285714,0.5189383,1792,41
1.535741268,0.826839669,-0.314285714,0.097476041,1793,41
2.026171092,0.757847887,-0.314285714,-0.092718812,1794,41
1.911248614,0.728855704,-0.314285714,0.010079292,1795,41
3.220385855,0.654972051,-0.314285714,0.032832874,1796,41
7.988784038,0.587587698,-0.314285714,0.100955605,1797,41
2.576693062,0.706494223,-0.314285714,0.092996765,1798,41
1.961552623,0.786875638,-0.314285714,-0.046869256,1799,41
2.165962741,0.776385155,-0.314285714,0.117478829,1800,41
2.917364305,0.69762368,-0.314285714,0.063160088,1801,41
3.049745096,0.603468842,-0.314285714,0.141198437,1802,41
2.809297607,0.838183496,-0.314285714,-0.625489904,1803,41
0.578717412,0.955075733,-0.314285714,0.065617987,1804,41
2.320466562,0.836171945,-0.314285714,-0.262451064,1805,41
1.562404477,0.864689621,-0.314285714,-0.428875972,1806,41
1.005212587,0.754585614,-0.314285714,0.473065614,1807,41
0.991918944,0.829502283,-0.314285714,0.265224271,1808,41
1.102444739,0.775586923,-0.314285714,0.050777534,1809,41
1.522208255,0.711740757,-0.314285714,0.461935473,1810,41
0.737000319,0.768260135,-0.314285714,0.639063742,1811,41
1.179096395,0.800740743,-0.314285714,0.178617334,1812,41
3.675967913,0.822362397,-0.314285714,0.059119196,1813,41
0.505572873,0.881995922,-0.314285714,0.519130031,1814,41
0.467591949,0.839259486,-0.314285714,0.322513471,1815,41
2.26075384,0.794366639,-0.314285714,0.307286736,1816,41
1.610029906,0.724756618,-0.314285714,0.28315261,1817,41
5.627366274,0.674812906,-0.314285714,0.379741687,1818,41
0.888554803,0.824303974,-0.314285714,0.216410318,1819,41
0.687728091,0.680715978,-0.314285714,0.495600035,1820,41
1.072817018,0.885654848,-0.314285714,0.145727317,1821,41
0.647521319,0.92715278,-0.657142857,-0.082149165,1822,42
0.566635002,0.920758149,-0.657142857,0.0379493,1823,42
1.278478153,0.505828506,-0.657142857,-0.071903459,1824,42
0.480318357,0.651885374,-0.657142857,0.582089937,1825,42
0.753284671,0.682673495,-0.657142857,-1.82E-02,1826,42
1.279382142,0.565430663,-0.657142857,0.396588657,1827,42
2.091950981,0.615884381,-0.657142857,0.101868898,1828,42
1.661423564,0.697948989,-0.657142857,0.226905614,1829,42
1.178876026,0.777093041,-0.657142857,0.080377185,1830,42
0.946471307,0.729429835,-0.657142857,0.377702251,1831,42
1.083715616,0.701305556,-0.657142857,0.175132282,1832,42
0.584998669,0.847212245,-0.657142857,0.5189383,1833,42
0.576906748,0.858252121,-0.657142857,0.010079292,1834,42
2.01950711,0.779245063,-0.657142857,0.100955605,1835,42
0.772540418,0.850737964,-0.657142857,0.092996765,1836,42
0.646772176,0.905860889,-0.657142857,0.117478829,1837,42
0.820079835,0.858123703,-0.657142857,0.063160088,1838,42
0.541263562,0.810836858,-0.657142857,0.141198437,1839,42
0.448883702,0.765253722,-0.657142857,0.473065614,1840,42
0.504838854,0.809916964,-0.657142857,0.050777534,1841,42
0.619254319,0.75539519,-0.657142857,0.461935473,1842,42
1.566618533,0.864599456,-0.657142857,0.059119196,1843,42
0.582352916,0.818905311,-0.657142857,0.28315261,1844,42
2.435382673,0.7655537,-0.657142857,0.379741687,1845,42
1.102568564,0.823736716,-0.2,-0.082149165,1846,43
0.808068465,0.855836319,-0.2,0.0379493,1847,43
1.724610639,0.765679793,-0.2,-0.396144089,1848,43
2.101558063,0.792449811,-0.2,-0.152173471,1849,43
2.651107959,0.748708926,-0.2,-0.201876111,1850,43
1.531666135,0.79593291,-0.2,0.056352968,1851,43
3.009766577,0.730382214,-0.2,-0.315072859,1852,43
1.652264921,0.729645434,-0.2,0.174920113,1853,43
0.550639334,0.826695005,-0.2,0.371660406,1854,43
0.917297691,0.80456213,-0.2,0.110682522,1855,43
0.884104512,0.795666002,-0.2,0.102718597,1856,43
