CAV,Rrup,Mw,Vs30,zh,
1.02071158,104.6981128,4.8,584.48499,1305,32
0.474611982,118.7994417,4.8,477.51245,1306,32
0.748323515,104.3140724,4.8,394.61996,1307,32
1.269150552,60.571655,4.8,278.27405,1308,32
0.915943214,70.19751379,4.8,274.86993,1309,32
0.377644194,96.9650414,4.8,410.40256,1310,32
0.619749384,101.8160684,4.8,228.0233,1311,32
0.453864368,115.177259,4.8,432.8886,1312,32
1.063285147,104.5997985,4.8,274.5092,1313,32
1.103554052,88.56782744,4.8,333.0297,1314,32
1.325626557,70.94719509,4.8,265.5409,1315,32
1.033078933,82.0761587,4.8,420.4355,1316,32
0.846314885,90.80785298,4.8,307.42,1317,32
0.928044469,58.58455437,4.8,522.9963,1318,32
0.806250953,54.62432511,4.8,272.6518,1319,32
1.056833195,54.90720332,4.8,203.2111,1320,32
1.08546955,58.0618284,4.8,238.2027,1321,32
1.499112761,67.69229001,4.8,246.7284,1322,32
2.653772673,79.87358094,4.8,274.122,1323,32
1.340187157,62.71188767,4.8,270.7708,1324,32
1.750605999,53.79459006,4.8,218.1334,1325,32
1.379176133,61.21831541,4.8,281.2124,1326,32
1.410791642,71.5451545,4.8,258.5682,1327,32
0.677678855,91.24163093,4.8,291.7127,1328,32
0.486107364,92.24069666,4.8,343.7977,1329,32
0.485658603,66.15878672,4.8,298.9396,1330,32
1.05554525,54.54214161,4.8,89.19601,1331,32
1.376176352,83.90465391,4.8,259.5523,1332,32
0.567799928,73.77669932,4.8,242.8009,1333,32
0.513863535,87.41225897,4.8,821.5139,1334,32
0.807592653,66.35674687,4.8,661.4196,1335,32
1.181904686,55.80845215,4.8,156.3224,1336,32
0.816542459,60.25176761,4.8,146.4362,1337,32
0.810469854,63.91162007,4.8,120.869,1338,32
0.73274815,94.05765197,4.8,353.3482,1339,32
0.386883996,99.66831873,4.8,432.5877,1340,32
0.849140101,93.19274062,4.8,253.6669,1341,32
0.479878552,93.01021454,4.8,478.8921,1342,32
0.535398569,72.94996672,4.8,629.692,1343,32
0.842559118,72.2589037,4.8,309.0803,1344,32
2.131861564,86.18575988,4.8,256.9584,1345,32
0.674906966,85.39289718,4.8,523.1513,1346,32
0.781372862,63.63597779,4.8,386.0611,1347,32
1.047190052,56.14171559,4.8,377.0819,1348,32
0.66745769,65.97929551,4.8,363.2759,1349,32
1.626902604,77.49077754,4.8,421.7628,1350,32
0.730261237,80.19498081,4.8,253.933,1351,32
0.619806091,70.94767018,4.8,293.7617,1352,32
1.208432615,187.1068453,6.2,243.39799,1353,33
1.298086861,175.95483,6.2,206.55794,1354,33
1.104921504,156.5433293,6.2,243.66833,1355,33
1.194864787,164.7392544,6.2,248.68715,1356,33
2.163989129,162.7960012,6.2,275.56555,1357,33
1.213096115,126.8766055,6.2,432.8886,1358,33
0.928103638,144.136972,6.2,333.0297,1359,33
2.356706404,134.2179875,6.2,274.122,1360,33
1.09767766,173.550362,6.2,281.2124,1361,33
1.246014429,150.7758226,6.2,258.5682,1362,33
1.540118603,125.6518494,6.2,291.7127,1363,33
1.39660524,190.3610393,6.2,377.0819,1364,33
3.81501345,152.1455072,6.8,243.39799,1365,34
2.188064718,154.288074,6.8,363.31973,1366,34
4.100749876,141.6630232,6.8,206.55794,1367,34
3.641156763,104.0206486,6.8,336.31079,1368,34
2.224104689,88.06705538,6.8,480.68826,1369,34
3.264858147,122.569601,6.8,243.66833,1370,34
3.77494554,131.0584288,6.8,248.68715,1371,34
3.271109705,159.2713815,6.8,127.1408,1372,34
2.813732385,145.7824846,6.8,131.13963,1373,34
3.691670074,106.8147693,6.8,245.74942,1374,34
3.294683655,117.2633082,6.8,228.96497,1375,34
4.33039867,130.6200313,6.8,275.56555,1376,34
3.481264438,156.4811652,6.8,185.37057,1377,34
3.17054266,171.9805621,6.8,171.66423,1378,34
2.63068527,144.5328652,6.8,166.97049,1379,34
1.985562441,165.1064797,6.8,255.86218,1380,34
2.44937755,193.9351817,6.8,144.11224,1381,34
1.686394466,179.8490945,6.8,307.31921,1382,34
2.26542443,146.4139236,6.8,215.21594,1383,34
2.954432562,102.2243754,6.8,209.85481,1384,34
1.162248329,122.4540448,6.8,576.61603,1385,34
1.840100406,197.0629688,6.8,416.52783,1386,34
1.755481943,178.3456595,6.8,278.27405,1387,34
1.791061291,193.2621242,6.8,274.86993,1388,34
3.732360479,122.763993,6.8,228.0233,1389,34
3.571304079,94.89887607,6.8,432.8886,1390,34
4.927961293,93.71245556,6.8,274.5092,1391,34
3.1087865,109.7444532,6.8,333.0297,1392,34
5.101831524,119.7944307,6.8,265.5409,1393,34
4.234519589,102.197408,6.8,420.4355,1394,34
5.040656079,90.79247344,6.8,307.42,1395,34
2.613722204,140.1736097,6.8,522.9963,1396,34
2.916018129,163.8121067,6.8,272.6518,1397,34
4.911353898,141.5791317,6.8,203.2111,1398,34
3.536659605,131.4858843,6.8,238.2027,1399,34
6.43816859,114.7670176,6.8,246.7284,1400,34
7.731685663,98.60269895,6.8,274.122,1401,34
4.340589528,123.4485605,6.8,270.7708,1402,34
3.424886327,147.3978709,6.8,218.1334,1403,34
3.621955163,138.6835711,6.8,281.2124,1404,34
3.650485648,115.7524272,6.8,258.5682,1405,34
4.895650392,90.90759043,6.8,291.7127,1406,34
1.786442151,180.1214606,6.8,136.088,1407,34
2.380724945,190.0513222,6.8,119.6667,1408,34
4.281768386,165.2755222,6.8,89.19601,1409,34
4.400497237,161.9991438,6.8,156.3224,1410,34
2.786280841,172.1966746,6.8,146.4362,1411,34
2.725111165,168.5315523,6.8,120.869,1412,34
1.305458271,190.2422146,6.8,298.5533,1413,34
1.855542317,151.0688634,6.8,487.2012,1414,34
1.617131514,173.6523339,6.8,353.3482,1415,34
0.965184872,197.2636623,6.8,432.5877,1416,34
2.002498232,156.6437282,6.8,253.6669,1417,34
2.563555512,139.1786733,6.8,478.8921,1418,34
1.192339848,152.1967161,6.8,629.692,1419,34
1.951193262,161.8055353,6.8,309.0803,1420,34
5.075314575,170.5768933,6.8,256.9584,1421,34
0.983336356,191.0926394,6.8,523.1513,1422,34
4.018640239,155.1539174,6.8,377.0819,1423,34
2.695305284,138.2457407,6.8,363.2759,1424,34
7.204288806,128.1376932,6.8,421.7628,1425,34
1.589141259,174.5707464,6.8,293.7617,1426,34
0.808021222,132.7510231,5.1,243.39799,1427,35
0.854968786,133.5371338,5.1,206.55794,1428,35
0.794753834,104.8126944,5.1,336.31079,1429,35
0.646517397,122.5299455,5.1,243.66833,1430,35
0.930338654,130.9430011,5.1,248.68715,1431,35
0.966498214,59.71565568,5.1,209.85481,1432,35
0.647325937,72.825878,5.1,576.61603,1433,35
0.719844214,162.8722878,5.1,584.48499,1434,35
0.450352276,174.8481228,5.1,394.61996,1435,35
0.913883964,156.1744807,5.1,416.52783,1436,35
0.612481566,156.0498259,5.1,274.86993,1437,35
1.445778857,74.49121326,5.1,228.0233,1438,35
2.477464,55.05502952,5.1,432.8886,1439,35
4.49711686,57.30801091,5.1,274.5092,1440,35
2.088922801,86.09624634,5.1,265.5409,1441,35
1.610102962,73.60568559,5.1,420.4355,1442,35
1.935914212,67.48114125,5.1,307.42,1443,35
0.887498918,113.6295499,5.1,203.2111,1444,35
0.967046349,108.4797196,5.1,238.2027,1445,35
1.374476591,92.59037304,5.1,246.7284,1446,35
3.539390817,84.26014823,5.1,274.122,1447,35
1.366930228,105.395113,5.1,270.7708,1448,35
0.796434018,123.7720909,5.1,218.1334,1449,35
1.050400155,125.1097518,5.1,281.2124,1450,35
1.506352791,107.5271123,5.1,258.5682,1451,35
1.163614181,93.64828383,5.1,291.7127,1452,35
0.824350647,182.6564658,5.1,259.5523,1453,35
0.289109474,190.2155311,5.1,821.5139,1454,35
0.494457497,98.10817256,5.1,487.2012,1455,35
0.686004076,122.7630942,5.1,353.3482,1456,35
0.663565983,105.9543396,5.1,253.6669,1457,35
0.806589238,89.90228768,5.1,478.8921,1458,35
0.438373401,107.9831172,5.1,629.692,1459,35
0.734210284,117.5404941,5.1,309.0803,1460,35
2.0328302,121.6603958,5.1,256.9584,1461,35
0.454862219,144.3754677,5.1,523.1513,1462,35
0.469647072,132.87833,5.1,386.0611,1463,35
0.898496248,120.9833756,5.1,377.0819,1464,35
1.03328838,99.73245433,5.1,363.2759,1465,35
2.846100027,86.37328154,5.1,421.7628,1466,35
1.092107955,149.1911002,5.7,243.39799,1467,36
1.343866348,147.870514,5.7,206.55794,1468,36
0.908886853,115.9533278,5.7,336.31079,1469,36
0.726386536,134.7303985,5.7,243.66833,1470,36
1.098775599,143.3789829,5.7,248.68715,1471,36
1.608516975,61.18012151,5.7,209.85481,1472,36
0.624406535,83.69573175,5.7,576.61603,1473,36
0.767046402,173.7659309,5.7,416.52783,1474,36
0.70275169,173.7896433,5.7,274.86993,1475,36
1.29894443,87.84284821,5.7,228.0233,1476,36
1.800122498,63.21135138,5.7,432.8886,1477,36
2.737422095,68.47410462,5.7,274.5092,1478,36
1.653775535,85.536126,5.7,333.0297,1479,36
2.486292536,102.9689365,5.7,265.5409,1480,36
1.536554242,88.55497302,5.7,420.4355,1481,36
2.176121539,80.24288171,5.7,307.42,1482,36
0.953691293,124.6809351,5.7,522.9963,1483,36
1.265412193,131.0427982,5.7,203.2111,1484,36
1.280092182,125.1147598,5.7,238.2027,1485,36
1.839644731,108.3666733,5.7,246.7284,1486,36
3.22502213,97.61394416,5.7,274.122,1487,36
1.570430242,121.0662978,5.7,270.7708,1488,36
1.06748876,140.7763703,5.7,218.1334,1489,36
1.245190943,140.4428063,5.7,281.2124,1490,36
1.348608027,121.168173,5.7,258.5682,1491,36
1.157577569,103.2425929,5.7,291.7127,1492,36
0.513038186,199.8211145,5.7,259.5523,1493,36
0.695995064,111.1433571,5.7,487.2012,1494,36
0.672114046,138.5530344,5.7,353.3482,1495,36
0.742994031,121.4737873,5.7,253.6669,1496,36
1.032941796,105.1467645,5.7,478.8921,1497,36
0.88670687,135.144937,5.7,309.0803,1498,36
2.525738746,138.2312037,5.7,256.9584,1499,36
1.260469766,138.9627324,5.7,377.0819,1500,36
1.030387331,117.4476916,5.7,363.2759,1501,36
2.657856491,103.2769555,5.7,421.7628,1502,36
1.573925168,151.1047012,6.2,127.1408,1503,37
1.953808327,151.8231236,6.2,185.37057,1504,37
1.929433575,136.3587294,6.2,171.66423,1505,37
3.675942025,119.4588292,6.2,144.11224,1506,37
1.252253563,142.3324741,6.2,165.19353,1507,37
1.117871747,128.8859778,6.2,307.31921,1508,37
0.640732143,193.2131965,6.2,343.87286,1509,37
1.008562778,176.4333039,6.2,278.27405,1510,37
0.648568441,165.3348335,6.2,390.56384,1511,37
0.523765222,152.8470492,6.2,762.54822,1512,37
0.692933514,143.9306454,6.2,410.40256,1513,37
2.002378494,129.328242,6.2,136.088,1514,37
2.509222277,118.4612608,6.2,119.6667,1515,37
0.706036336,111.2889017,6.2,615.7157,1516,37
1.484362781,102.8622796,6.2,262.0394,1517,37
0.997553314,105.1712126,6.2,458.2165,1518,37
1.578401133,112.8287801,6.2,382.2518,1519,37
1.269264817,102.1634354,6.2,381.2995,1520,37
1.237365523,108.2071167,6.2,343.7977,1521,37
2.488952619,100.2163189,6.2,138.1374,1522,37
1.523876145,92.1356349,6.2,375.5872,1523,37
0.765938216,102.6189327,6.2,670.2175,1524,37
1.225526588,85.79699488,6.2,473.4697,1525,37
4.257192597,74.17291542,6.2,99.70285,1526,37
2.834421373,77.27033805,6.2,396.2268,1527,37
1.153547102,171.2224158,6.2,456.5407,1528,37
1.081501705,161.9601722,6.2,376.7256,1529,37
1.648751211,136.882291,6.2,295.9659,1530,37
4.026601415,135.6840816,6.2,185,1531,37
1.990479938,119.7382532,6.2,300.8308,1532,37
1.169172427,90.99855164,6.2,457.6144,1533,37
1.997614575,169.9689807,6.2,89.19601,1534,37
0.711692639,148.8703501,6.2,259.5523,1535,37
0.615013586,135.5383179,6.2,821.5139,1536,37
1.673324839,164.9552147,6.2,156.3224,1537,37
0.791393963,144.2153095,6.2,325.5844,1538,37
1.856670852,153.4394494,6.2,146.4362,1539,37
2.1194494,150.1046324,6.2,120.869,1540,37
1.408482457,134.1963189,6.2,298.5533,1541,37
1.717649504,128.8324379,6.2,346.2746,1542,37
3.703886955,61.43601204,6.2,399.9957,1543,37
3.613359914,54.59012247,6.2,309.6915,1544,37
8.350638624,47.57179575,6.2,199.3158,1545,37
4.593891664,32.28920566,6.2,486.1633,1546,37
7.035019612,27.03889268,6.2,211.9324,1547,37
2.734561293,30.14871665,6.2,576.5403,1548,37
2.872929714,43.29746231,6.2,459.312,1549,37
5.331068242,45.00049719,6.2,360.4274,1550,37
2.185269759,55.07961069,6.2,443.9416,1551,37
3.013500506,65.35087267,6.2,314.4844,1552,37
12.20006041,45.21232609,6.2,323.0094,1553,37
4.017874855,37.58020728,6.2,369.3285,1554,37
10.25749596,28.59032763,6.2,130.5803,1555,37
5.745897729,24.58562496,6.2,375.2507,1556,37
3.305291467,49.18693375,6.2,529.2412,1557,37
7.028859484,21.86429272,6.2,224.2975,1558,37
4.589598552,35.93746957,6.2,308.4477,1559,37
8.987863937,26.42403502,6.2,302.2495,1560,37
2.729874158,44.90097013,6.2,662.6323,1561,37
0.701952153,117.5018834,6.2,350.0002,1562,37
0.629827076,112.6596427,6.2,463.8018,1563,37
2.049590185,125.3186518,6.2,253.933,1564,37
1.76275331,116.8850547,6.2,321.4917,1565,37
2.141559242,113.6842875,6.2,278.458,1566,37
1.874972076,128.3253034,6.2,306.3208,1567,37
1.640880778,140.4623281,6.2,293.7617,1568,37
1.322801821,75.87032905,6.2,430.6437,1569,37
1.455504293,80.90450698,6.2,298.2384,1570,37
3.233074323,77.0939709,6.2,264.1159,1571,37
0.809685642,112.1558146,6.2,540.6636,1572,37
1.161679224,110.3191016,6.2,1044.785,1573,37
2.256996348,93.75428086,6.2,303.7069,1574,37
2.165516324,74.90516402,6.2,455.1924,1575,37
2.176705093,96.87854211,6.2,384.4722,1576,37
3.344330841,90.07135617,6.2,186.1839,1577,37
1.892203827,70.92722072,6.2,420.9702,1578,37
3.047167416,51.02839605,6.2,403.4972,1579,37
1.122504001,68.01747775,6.2,526.4553,1580,37
3.54065553,73.30797267,6.2,260.7138,1581,37
1.313148133,104.6786894,6.2,537.7812,1582,37
1.416361886,89.42538947,5.1,243.39799,1583,38
0.743202986,100.175185,5.1,363.31973,1584,38
1.254297855,102.8893957,5.1,206.55794,1585,38
0.665120952,114.9863981,5.1,336.31079,1586,38
0.680190247,112.5209718,5.1,243.66833,1587,38
1.087059041,112.9656074,5.1,248.68715,1588,38
0.640159225,138.4704246,5.1,307.31921,1589,38
0.477501353,139.2324628,5.1,209.85481,1590,38
0.312614874,116.9245519,5.1,576.61603,1591,38
0.747930979,102.0258201,5.1,584.48499,1592,38
0.560601025,114.2625617,5.1,477.51245,1593,38
0.815686882,103.2820293,5.1,394.61996,1594,38
0.431898685,118.2025227,5.1,351.03799,1595,38
1.493005522,86.03107858,5.1,416.52783,1596,38
1.530532387,80.49778728,5.1,278.27405,1597,38
1.01296772,84.46203045,5.1,274.86993,1598,38
0.759805137,108.5067054,5.1,228.0233,1599,38
0.605960372,125.0693039,5.1,432.8886,1600,38
1.1317062,117.5404148,5.1,274.5092,1601,38
1.138541047,102.5872881,5.1,333.0297,1602,38
1.497123926,91.04425977,5.1,265.5409,1603,38
1.028893168,102.2276995,5.1,420.4355,1604,38
0.824044828,110.8796222,5.1,307.42,1605,38
1.176262587,81.59833596,5.1,522.9963,1606,38
1.116545639,79.72500991,5.1,272.6518,1607,38
1.649405707,82.76589664,5.1,203.2111,1608,38
0.993654255,87.95727989,5.1,238.2027,1609,38
1.538254981,94.60013754,5.1,246.7284,1610,38
3.0602366,106.1278655,5.1,274.122,1611,38
1.291824858,93.5675134,5.1,270.7708,1612,38
1.288915129,85.04210155,5.1,218.1334,1613,38
1.325468627,95.73166033,5.1,281.2124,1614,38
1.329966658,103.8506879,5.1,258.5682,1615,38
0.63505299,120.0504508,5.1,291.7127,1616,38
0.566829906,120.0124624,5.1,343.7977,1617,38
0.718132785,129.9334279,5.1,138.1374,1618,38
0.60363226,150.8847062,5.1,99.70285,1619,38
0.469657646,85.93622345,5.1,298.9396,1620,38
1.251537976,83.22477854,5.1,89.19601,1621,38
0.975147633,98.46873956,5.1,259.5523,1622,38
0.550453845,93.30085572,5.1,242.8009,1623,38
0.376455208,104.2942665,5.1,821.5139,1624,38
0.971285039,88.91785364,5.1,661.4196,1625,38
1.096765241,87.61317946,5.1,156.3224,1626,38
0.73992928,93.83692423,5.1,325.5844,1627,38
0.843992516,91.45031122,5.1,146.4362,1628,38
0.855393966,97.23292946,5.1,120.869,1629,38
0.400367311,163.9183348,5.1,399.9957,1630,38
0.931673148,94.54030223,5.1,353.3482,1631,38
0.541327614,97.72353311,5.1,432.5877,1632,38
0.917208543,95.85529945,5.1,253.6669,1633,38
0.718720748,98.63719495,5.1,478.8921,1634,38
0.666796937,83.65461839,5.1,629.692,1635,38
1.282507991,82.08658241,5.1,309.0803,1636,38
4.510984598,89.35335606,5.1,256.9584,1637,38
0.799788457,88.52243541,5.1,523.1513,1638,38
1.054394538,78.77692152,5.1,386.0611,1639,38
1.714964471,78.56174332,5.1,377.0819,1640,38
0.788403776,83.44536457,5.1,363.2759,1641,38
1.965687272,91.16248392,5.1,421.7628,1642,38
1.237673485,105.3665834,5.1,253.933,1643,38
0.610091467,114.0369622,5.1,321.4917,1644,38
0.532601871,190.9222521,5.1,430.6437,1645,38
0.697360382,131.5222645,5.1,303.7069,1646,38
0.409544824,137.7402468,5.1,384.4722,1647,38
11.67756867,120.429861,7.8,363.31973,1648,39
21.00813383,107.817197,7.8,206.55794,1649,39
15.47414088,57.28887888,7.8,480.68826,1650,39
17.58107364,88.87408043,7.8,243.66833,1651,39
13.06870306,125.1776403,7.8,127.1408,1652,39
14.43535055,111.8327299,7.8,131.13963,1653,39
11.27864737,108.9384033,7.8,290.70941,1654,39
16.52806652,138.2269767,7.8,171.66423,1655,39
14.53517746,112.8115728,7.8,166.97049,1656,39
10.40458834,131.9958112,7.8,255.86218,1657,39
4.592992957,127.7356006,7.8,389.23804,1658,39
10.37942844,160.9004894,7.8,144.11224,1659,39
6.892617036,143.6378913,7.8,165.19353,1660,39
2.44178575,172.0280612,7.8,743.37653,1661,39
10.32183136,146.1822579,7.8,307.31921,1662,39
8.944269359,92.87726134,7.8,209.85481,1663,39
4.851926543,186.8379705,7.8,584.48499,1664,39
6.830774866,194.8457443,7.8,394.61996,1665,39
4.388449054,195.706752,7.8,292.66544,1666,39
5.178010041,182.9193118,7.8,346.97205,1667,39
7.267418323,162.8909092,7.8,274.86993,1668,39
4.426423775,177.6939579,7.8,359.18896,1669,39
5.54795906,192.8691167,7.8,264.42551,1670,39
3.024483253,199.9159098,7.8,410.40256,1671,39
13.96149074,103.7895691,7.8,228.0233,1672,39
28.87898026,74.22624704,7.8,274.5092,1673,39
11.59343308,110.5408752,7.8,522.9963,1674,39
21.23684702,84.10273083,7.8,246.7284,1675,39
12.00809662,115.1264254,7.8,218.1334,1676,39
16.29589678,105.2971331,7.8,281.2124,1677,39
8.856494925,145.9564682,7.8,136.088,1678,39
11.08826937,155.90752,7.8,119.6667,1679,39
3.523340589,162.9124669,7.8,615.7157,1680,39
5.497802874,173.3415236,7.8,262.0394,1681,39
4.246660039,168.6835937,7.8,458.2165,1682,39
6.665563985,162.5499133,7.8,382.2518,1683,39
4.63668144,171.9762154,7.8,381.2995,1684,39
3.852290436,174.8487259,7.8,343.7977,1685,39
6.190006282,177.1878957,7.8,138.1374,1686,39
7.267824609,183.0108695,7.8,375.5872,1687,39
1.66212261,187.8636346,7.8,670.2175,1688,39
2.330124368,192.5761201,7.8,473.4697,1689,39
4.248384869,176.8823485,7.8,316.2039,1690,39
4.751245065,159.5522264,7.8,298.9396,1691,39
14.09637957,133.0582777,7.8,89.19601,1692,39
2.385487154,170.6040484,7.8,242.8009,1693,39
3.470199742,187.6883159,7.8,821.5139,1694,39
4.448293704,159.4528908,7.8,661.4196,1695,39
17.43582271,129.0777455,7.8,156.3224,1696,39
6.330362047,153.1183658,7.8,325.5844,1697,39
13.19605153,134.8182647,7.8,120.869,1698,39
1.740284204,168.0393068,7.8,735.3477,1699,39
7.359890608,156.6318323,7.8,298.5533,1700,39
4.008158415,172.6827398,7.8,432.5877,1701,39
5.485461389,126.1065229,7.8,629.692,1702,39
37.36050484,146.0930373,7.8,256.9584,1703,39
1.710414377,188.1954034,7.8,350.0002,1704,39
1.628256633,185.5002465,7.8,463.8018,1705,39
6.890371436,171.5113244,7.8,253.933,1706,39
6.686138614,166.6500382,7.8,321.4917,1707,39
6.895633458,167.3856945,7.8,278.458,1708,39
6.964327912,156.1189331,7.8,306.3208,1709,39
1.442631994,150.9149967,6.2,243.39799,1710,40
1.451688248,175.0333614,6.2,206.55794,1711,40
0.570298856,192.1290852,6.2,243.66833,1712,40
1.046445353,191.1325845,6.2,248.68715,1713,40
2.35990614,52.74869208,6.2,584.48499,1714,40
3.327139462,32.82578376,6.2,477.51245,1715,40
2.424619533,48.37722975,6.2,394.61996,1716,40
3.798016103,33.48261115,6.2,343.87286,1717,40
1.149645874,45.06402503,6.2,353.92551,1718,40
1.719179404,46.66289011,6.2,351.03799,1719,40
1.003489165,60.55750489,6.2,292.66544,1720,40
1.183470025,82.27754047,6.2,416.52783,1721,40
1.761604297,108.6703253,6.2,278.27405,1722,40
1.04064777,93.8189283,6.2,274.86993,1723,40
1.244236076,74.40850966,6.2,264.42551,1724,40
0.639237676,62.9926102,6.2,390.56384,1725,40
0.670006994,158.2806285,6.2,333.0297,1726,40
1.126094368,150.5802586,6.2,265.5409,1727,40
0.724683865,168.5854444,6.2,420.4355,1728,40
1.119675004,134.9527071,6.2,522.9963,1729,40
2.001682735,123.2231661,6.2,272.6518,1730,40
1.592041914,141.0845922,6.2,203.2111,1731,40
1.196931052,153.7538411,6.2,238.2027,1732,40
1.690168205,164.3377479,6.2,246.7284,1733,40
2.496782035,181.4733762,6.2,274.122,1734,40
1.683212627,164.5231258,6.2,270.7708,1735,40
1.730335327,144.9783982,6.2,218.1334,1736,40
1.107599644,165.729906,6.2,281.2124,1737,40
1.446118429,181.0504358,6.2,258.5682,1738,40
5.655740526,18.80151185,6.2,336.4518,1739,40
3.398480555,32.69296793,6.2,305.2342,1740,40
2.380799377,24.79865729,6.2,596.107,1741,40
1.725332999,44.11834063,6.2,458.9865,1742,40
1.353535385,57.63407397,6.2,346.684,1743,40
1.03712586,63.44884265,6.2,456.5407,1744,40
1.828570842,103.6331026,6.2,185,1745,40
1.241663438,89.16648285,6.2,316.2039,1746,40
3.08651571,131.3157691,6.2,89.19601,1747,40
1.238820931,97.22996763,6.2,259.5523,1748,40
1.706582333,142.3962696,6.2,156.3224,1749,40
1.427472215,142.0910635,6.2,146.4362,1750,40
1.11634537,154.3405497,6.2,120.869,1751,40
0.579185414,98.19508772,6.2,498.6939,1752,40
0.63997763,92.39666126,6.2,353.3482,1753,40
0.955068811,67.60791809,6.2,432.5877,1754,40
0.713697505,110.647824,6.2,253.6669,1755,40
0.626796568,114.3975145,6.2,629.692,1756,40
1.039944185,105.2767478,6.2,309.0803,1757,40
2.313429475,94.6977523,6.2,256.9584,1758,40
0.789299508,75.84285597,6.2,523.1513,1759,40
1.73782548,123.1886929,6.2,377.0819,1760,40
0.748177675,131.1682916,6.2,363.2759,1761,40
1.622614498,138.889029,6.2,421.7628,1762,40
2.074870969,121.0323915,5.7,243.39799,1763,41
1.442076267,127.9710492,5.7,363.31973,1764,41
2.350702607,117.0531807,5.7,206.55794,1765,41
2.415111973,83.0889754,5.7,336.31079,1766,41
0.961079256,83.3304801,5.7,480.68826,1767,41
1.730639598,102.3565841,5.7,243.66833,1768,41
2.150728163,111.1928674,5.7,248.68715,1769,41
1.946005061,136.3508367,5.7,127.1408,1770,41
1.521116029,127.0561495,5.7,131.13963,1771,41
2.127273822,94.93195443,5.7,245.74942,1772,41
2.009560624,107.0344689,5.7,228.96497,1773,41
2.26365041,117.3050265,5.7,275.56555,1774,41
1.956625529,140.177428,5.7,185.37057,1775,41
1.506171259,126.6145438,5.7,215.21594,1776,41
1.622775965,60.16902427,5.7,209.85481,1777,41
0.803028068,76.71614737,5.7,576.61603,1778,41
0.454330392,166.3143891,5.7,584.48499,1779,41
0.526567149,187.766293,5.7,477.51245,1780,41
0.719267804,176.7694923,5.7,394.61996,1781,41
0.840124014,154.914887,5.7,416.52783,1782,41
1.047997514,139.4221003,5.7,278.27405,1783,41
0.928955855,152.9319297,5.7,274.86993,1784,41
1.855203669,76.90899825,5.7,228.0233,1785,41
3.139728733,50.71673723,5.7,432.8886,1786,41
5.398609223,49.91287743,5.7,274.5092,1787,41
2.544752575,66.04780357,5.7,333.0297,1788,41
3.301116025,79.38907767,5.7,265.5409,1789,41
3.960607189,62.8031923,5.7,420.4355,1790,41
4.666290652,52.68395865,5.7,307.42,1791,41
1.418769512,101.0462286,5.7,522.9963,1792,41
1.535741268,126.4172788,5.7,272.6518,1793,41
2.026171092,105.3004818,5.7,203.2111,1794,41
1.911248614,97.51567173,5.7,238.2027,1795,41
3.220385855,80.18075941,5.7,246.7284,1796,41
7.988784038,67.07233987,5.7,274.122,1797,41
2.576693062,91.90670533,5.7,270.7708,1798,41
1.961552623,113.7174785,5.7,218.1334,1799,41
2.165962741,110.6006712,5.7,281.2124,1800,41
2.917364305,89.77212474,5.7,258.5682,1801,41
3.049745096,69.95438633,5.7,291.7127,1802,41
2.809297607,130.27398,5.7,89.19601,1803,41
0.578717412,177.559516,5.7,259.5523,1804,41
2.320466562,129.581607,5.7,156.3224,1805,41
1.562404477,139.7505014,5.7,120.869,1806,41
1.005212587,104.3943668,5.7,487.2012,1807,41
0.991918944,127.3121392,5.7,353.3482,1808,41
1.102444739,110.3670375,5.7,253.6669,1809,41
1.522208255,93.19302588,5.7,478.8921,1810,41
0.737000319,108.2454886,5.7,629.692,1811,41
1.179096395,117.9720786,5.7,309.0803,1812,41
3.675967913,124.9267005,5.7,256.9584,1813,41
0.505572873,146.3068077,5.7,523.1513,1814,41
0.467591949,130.6458516,5.7,386.0611,1815,41
2.26075384,115.9967256,5.7,377.0819,1816,41
1.610029906,96.46246517,5.7,363.2759,1817,41
5.627366274,84.50791108,5.7,421.7628,1818,41
0.888554803,125.5709218,5.7,327.6713,1819,41
0.687728091,85.83984798,5.7,504.4681,1820,41
1.072817018,147.7318661,5.7,293.7617,1821,41
0.647521319,164.8990589,5.1,206.55794,1822,42
0.566635002,162.129132,5.1,248.68715,1823,42
1.278478153,54.01051028,5.1,209.85481,1824,42
0.480318357,79.52778707,5.1,576.61603,1825,42
0.753284671,86.28615025,5.1,228.0233,1826,42
1.279382142,63.24867841,5.1,432.8886,1827,42
2.091950981,72.29349398,5.1,274.5092,1828,42
1.661423564,89.84952328,5.1,333.0297,1829,42
1.178876026,110.8082754,5.1,265.5409,1830,42
0.946471307,97.66410227,5.1,420.4355,1831,42
1.083715616,90.65203502,5.1,307.42,1832,42
0.584998669,133.4275133,5.1,522.9963,1833,42
0.576906748,137.3874096,5.1,238.2027,1834,42
2.01950711,111.4418029,5.1,274.122,1835,42
0.772540418,134.6795897,5.1,270.7708,1836,42
0.646772176,155.855286,5.1,281.2124,1837,42
0.820079835,137.3406783,5.1,258.5682,1838,42
0.541263562,121.1699597,5.1,291.7127,1839,42
0.448883702,107.3867952,5.1,487.2012,1840,42
0.504838854,120.8750349,5.1,253.6669,1841,42
0.619254319,104.618501,5.1,478.8921,1842,42
1.566618533,139.7171246,5.1,256.9584,1843,42
0.582352916,123.7877987,5.1,363.2759,1844,42
